destination,hotel_name,rating,review_count,price,distance
danau toba,Penginapan Sinaga,3.7,30,,
danau toba,Hotel Aek Rangat,3.8,21,,
danau toba,OYO 1344 Hotel Grand Toba,3.9,180,,
danau toba,The Riton Hotel,3.8,9,,
danau toba,Family Homestay,,,,
danau toba,RedDoorz near Pantai Lumban Bul Bul Balige Toba,4.9,188,Rp 168.130,
danau toba,Penginapan ALURA HORAS,4.5,39,,
danau toba,Blessed Homestay,,,Rp 1.350.000,
danau toba,Laster Jony's - Superior Double Room,5.0,8,Rp 273.108,
danau toba,Penginapan Roganda,4.5,2,,
danau toba,Hotel Ardhana TigaRas,4.2,99,,
danau toba,Airy TPR Sinaga 2 Parapat,4.0,4,,
danau toba,Hotel 211,3.8,22,,
danau toba,Budi Mulia Hotel,3.5,160,,
danau toba,Hotel Sumber Pulo Mas,3.7,55,,
danau toba,SLH RESORT,2.7,3,,
danau toba,Hotel Toba Nauli,3.4,33,,
danau toba,Hotel Sumatera Balige,3.8,134,,
danau toba,Hotel Lingga Mas,3.8,108,Rp 203.055,
danau toba,Hotel Dizomn,3.6,67,,
danau toba,Mars Family Hotel,3.9,85,,
danau toba,Hotel Tiga Besar,4.2,110,,
danau toba,OYO 90331 Hotel Toba Shanda,3.4,142,,
danau toba,Hubers Hotel,4.1,11,,
danau toba,OYO 2382 Wisata Hotel,3.8,437,,
danau toba,Hotel and Restaurant Singgalang,4.0,276,,
danau toba,OYO 2045 Hotel 211,3.4,150,,
danau toba,Homestay Gedung Putih,,,Rp 662.076,
danau toba,Arthuro homestay - Double or Twin Room with Private Bathroom,,,Rp 405.000,
danau toba,OYO 91630 Mabar Homestay Syariah,3.5,22,,
danau toba,Pudan Resident Balige,2.1,14,Rp 112.324,
danau toba,Hotel Soloh Jaya Parapat,3.8,21,,
danau toba,Hotel Mezra,3.8,186,,
danau toba,OYO 90645 Karisma Residence,3.6,89,,
danau toba,JS Hotel Balige,4.0,73,,
danau toba,Penginapan Risma Uli,2.0,1,,
danau toba,Mabar Homestay & Taxi,3.1,18,,
danau toba,OYO 2635 Ramos Inn,4.3,102,,
danau toba,Romlan - Double Room with Lake View,4.8,8,Rp 389.825,
danau toba,Aman's Guesthouse - Small Double Room,4.5,8,Rp 200.558,
danau toba,Sarah's Cottage Toba Samosir - Double Room with Lake View,5.0,4,Rp 656.878,
danau toba,Talpe villa - Two-Bedroom Apartment,,,Rp 362.403,
danau toba,Beta Homestay,,,Rp 737.533,
danau toba,Hariara Guest House - Double Room with Garden View,,,Rp 810.299,
danau toba,Blesshomestay Samosir - Four-Bedroom House,4.2,8,Rp 1.534.389,
danau toba,the Aljulens Homestay - Family Room,,,Rp 512.060,
danau toba,Anna’S - Quadruple Room,3.8,6,Rp 405.239,
danau toba,Tobay Family Home,4.7,7,Rp 818.182,
danau toba,BRUSSELS HOMESTAY BALIGE - Double Room,4.7,6,Rp 279.372,
danau toba,Blessed Homestay - One-Bedroom House,,,Rp 1.489.746,
danau toba,Leokap Homestay - King Room with Lake View,5.0,16,Rp 238.746,
danau toba,SADAMA Cottage - Standard King Room,,,Rp 575.925,
danau toba,Olivia Homestay,,,Rp 253.366,
danau toba,Toba-A-Scape,,,,
danau toba,Lekjon 2 Cottage - Junior Suite,,,,
danau toba,Pondok Berata Dapdap - Family Suite,4.8,8,,
danau toba,Toba-A-Scape - Three-Bedroom Villa,,,,
danau toba,Thenewgoldensunrise,,,,
danau toba,Batajaya Cottage - One-Bedroom House,,,,
danau toba,"SiRulo Homestay and Beach, the best place for you",,,,
danau toba,Thenewgoldensunrise - Two-Bedroom House,,,,
danau toba,Peaceful Lakeside Villa (AMORA),,,,
danau toba,Ben And Ethan Homestay - Family Room,,,,
danau toba,Goldensunrise Transformers new - Double Room,,,,
danau toba,Vila TEDUH Danau Toba,,,,
danau toba,Vila Kayu Gajah Bobok,,,,
danau toba,Judita Cottage - Family Room with Lake View,4.7,3,,
danau toba,Mario Lakeside Apartments - One-Bedroom Apartment,5.0,8,,
danau toba,LEKJON 2,,,,
danau toba,Balian Camp - Tent,4.0,1,,
danau toba,The Boat Homestay and Spa - Double Room with Lake View,5.0,8,,
danau toba,Simbolon Homestay Samosir - Two-Bedroom House,,,,
danau toba,VILLA BORNEO - One-Bedroom Villa,4.0,2,,
danau toba,Sophie's Apartments - One-Bedroom Apartment,,,,
danau toba,Hub Tata Guesthouse - Double Room with Lake View,5.0,16,,
danau toba,Brussels Homestay Kost - Twin Room with Private Bathroom,4.4,8,,
danau toba,Homestay Sampuran,,,,
danau toba,Homestay Pandi - Two-Bedroom Villa,,,,
danau toba,Moses Homestay - Standard Double Room,,,,
danau toba,Valencia Homestay Redpartner,3.4,102,,
danau toba,Peaceful lake by the villa,,,,
danau toba,marbun - Deluxe Double Room with Balcony and Sea View,,,,
danau toba,Edison Homestay - Two-Bedroom House,,,,
danau toba,RedDoorz Plus @ Jalan Tugu Silalahi Tongging - Family Room,4.0,27,,
danau toba,Andaliman House - Deluxe Double Room with Extra Bed,,,,
danau toba,HOMESTAY ITA PAGAR BATU - Two-Bedroom House,4.2,2,,
danau toba,Balige J&J Guesthouse 1 rumah 3 kamar tidur,4.7,6,,
danau toba,Enjoy Homestay - Budget Double Room,,,,
danau toba,Oasis Samosir near Wisata Batu Kursi Raja Siallagan RedPartner - Family Room,4.0,1,,
danau toba,David Silalahi - One-Bedroom House,,,,
danau toba,Pantai Concesso Resort Haranggaol - Standard King Room,,,,
danau toba,Buhit Guest House Samosir - Double Room,,,,
danau toba,Sony Guesthouse - Triple Room with Lake View,2.8,2,,
danau toba,Cantik - Holiday Home,,,,
danau toba,Murni Homestay Tuktuk Samosir,,,,
danau toba,Matraville homestay - Twin Room,4.8,8,,
danau toba,Setiamurni Homestay - Standard Double Room,,,,
danau toba,Desa Wisata Lumban Gaol - Standard Double Room,,,,
danau toba,Merlyn Guest House,,,,
danau toba,Sasta Homestay - Family Room,,,,
danau toba,Paima Homestay - Two-Bedroom House,3.5,1,,
danau toba,Binmar Homestay - One-Bedroom House,,,,
danau toba,Penginapan Ernest Parapat - Standard Double Room,,,,
danau toba,Family Homestay Sibolahotang - Standard Double Room,,,,
danau toba,Bagus Bay Homestay - Superior Double Room,5.0,8,,
danau toba,Marimbas Homestay,4.4,1,,
danau toba,Transit Guesthouse near Silangit Airport,,,,
danau toba,Bagasta Homestay - Standard Double or Twin Room,,,,
danau toba,RedDoorz at Exaudi Homestay Parbaba Samosir,,,,
danau toba,Matahari Guest House - Standard Double Room,,,,
danau toba,Alexander Homestay - Double Room,,,,
danau toba,EXPRESS O 92194 Antony Homestay,,,,
danau toba,Sharon Home's Samosir - Family Room,2.0,1,,
danau toba,Mandala Homestay Samosir,,,,
danau toba,Elsina guest house - Double Room,,,,
danau toba,Mona Homestay - Standard Double Room,,,,
danau toba,sinok homestay parapat - Double Room,,,,
danau toba,Homestay Op. Bangkit - Standard Double Room,,,,
danau toba,Penginapan Alura Horas - Standard Double Room,,,,
danau toba,OYO 2186 Tongging Beach - Delxue Twin Room,3.7,4,,
danau toba,Merlyn Guest House - Standard Double Room,,,,
danau toba,Aquino Marito Homestay Mitra RedDoorz,3.7,55,,
danau toba,Marroan Acc - Double Room with Lake View,3.0,4,,
danau toba,merlyn guest house - Standard Double Room,,,,
danau toba,Penginapan Roganda RedPartner - Superior Double Room,,,,
danau toba,Damson Homestay - Standard Double Room,,,,
danau toba,Slash homestay,3.8,2,,
danau toba,RedDoorz near Pagoda Open Stage Parapat - Double Room,4.0,1,,
danau toba,Penginapan Tampubolon Parapat - Standard Double Room,,,,
danau toba,Homestay Putri Kembar - Standard Double Room,,,,
danau toba,Antony Homestay near Pantai Pasir Putih Parbaba Mitra RedDoorz,4.1,94,,
danau toba,Matahari Guest House,4.2,16,,
danau toba,Vania Homestay - Standard Double Room,,,,
danau toba,Balige JJ Guest House 2 - Standard Twin Room with Shared Bathroom,4.7,3,,
danau toba,Marie'z Villa,1.8,2,,
danau toba,Relax and peaceful townhouse in Balige,,,,
danau toba,Sibayak Guesthouse - Double or Twin Room with Lake View,4.6,8,Rp 179.149,
danau toba,Vandu's View Guest house Restaurant - King Room with Lake View,5.0,8,Rp 430.602,
danau toba,Sibayak Guesthouse - Deluxe Queen Room with Two Queen Beds,4.6,16,Rp 129.932,
danau toba,Sibayak Guesthouse - Standard Double Room,4.6,8,Rp 129.932,
danau toba,Vandu's View Guest house Restaurant - Family Room with Lake View,5.0,8,Rp 906.546,
danau toba,Vandu's View Guest house Restaurant - Twin Room with Lake View,5.0,8,Rp 434.897,
danau toba,Vandu's View Guest house Restaurant - Standard Double Room,5.0,8,Rp 495.747,
danau toba,Reggae Guest House - Twin Room with Lake View,5.0,8,Rp 331.038,
danau toba,Reggae Guest House - Suite with Lake View,5.0,8,Rp 1.026.930,
danau toba,Reggae Guest House - Triple Room with Lake View,5.0,8,Rp 410.915,
danau toba,Sarah's Cottage Toba Samosir - Family Room with Lake View,5.0,2,Rp 1.577.978,
danau toba,Laster Jony's - Family Room with Balcony,5.0,16,Rp 150.156,
danau toba,Tuk Tuk Timbul Bungalows - Traditional Batak Bungalow,5.0,7,Rp 390.155,
danau toba,Tuk Tuk Timbul Bungalows - Standard Double Room,5.0,7,Rp 381.206,
danau toba,Tuk Tuk Timbul Bungalows - Family Bungalow,5.0,7,Rp 1.074.664,
danau toba,Juma cottages - Quadruple Room with Lake View,5.0,8,Rp 1.904.320,
danau toba,Hariara Guest House - Deluxe Triple Room,,,Rp 810.299,
danau toba,Laster Jony's - Standard Single Room,5.0,8,Rp 151.987,
danau toba,Anna’S - Family Room,3.8,6,Rp 401.117,
danau toba,Toba Sunset - Bungalow With Patio,5.0,8,,
danau toba,Toba Sunset,4.7,36,,
danau toba,Pondok Berata Dapdap - Double Room with Lake View,4.8,8,,
danau toba,Pondok Berata Dapdap - Quadruple Room with Lake View,4.8,8,,
danau toba,Pondok Berata Dapdap - Twin Room,4.8,8,,
danau toba,Tuk Tuk Timbul Bungalows - Superior Quadruple Room,5.0,7,,
danau toba,Desa Wisata Lumban Gaol - Family Room,,,,
danau toba,Mario Lakeside Apartments - Apartment,5.0,8,,
danau toba,Laster Jony's - Budget Double Room,5.0,8,,
danau toba,Penginapan Ernest Parapat - Superior Double Room,,,,
danau toba,Andaliman House - Family Room,,,,
danau toba,Hub Tata Guesthouse - Standard Double Room,5.0,8,,
danau toba,Matraville guesthouse - Deluxe Twin Room,,,,
danau toba,Balian Camp penginapan - Tent,4.0,1,,
danau toba,Bagus Bay Homestay - Double Room with Private Bathroom,5.0,8,,
danau toba,HOMESTAY ITA PAGAR BATU - One-Bedroom House,4.2,1,,
danau toba,Sony Guesthouse - Double Room with Lake View,2.8,2,,
danau toba,Penginapan Tampubolon Parapat - Family Room,,,,
danau toba,Sony Guesthouse - Twin Room with Lake View,2.8,2,,
danau toba,Alexander Homestay - Triple Room,,,,
danau toba,Balige JJ Guest House 2 - Budget Double Room,4.7,6,,
danau toba,Bagus Bay Homestay - Double Room with Shared Bathroom,5.0,8,,
danau toba,Penginapan Tampubolon Parapat - Double Room,,,,
danau toba,Olivia Homestay - Deluxe King Room,,,,
danau toba,Golden Sunrise Cottage - Double Room,,,,
danau toba,Bagus Bay Homestay - Single Room with Shared Bathroom,5.0,16,,
danau toba,Bagus Bay Homestay - Twin Room with Shared Bathroom,5.0,8,,
danau toba,Homestay Ragi Hotang - Budget Double Room,,,,
borobudur,Villa Borobudur Resort - Borobudur Suite,5.0,8,Rp 3.551.624,610 m away
borobudur,Hotel Le Temple Borobudur,4.8,506,Rp 3.024.779,800 m away
borobudur,Manohara - BCC,4.5,"1,602",Rp 2.867.648,390 m away
borobudur,Homestay Anugrah Borobudur,4.3,64,Rp 160.232,760 m away
borobudur,Moritz Hill Borobudur Resort & Spa,,,Rp 1.521.601,850 m away
borobudur,The Amrta Borobudur,4.5,484,Rp 1.022.400,710 m away
borobudur,Khanaya Hotel & Cafe,4.6,219,Rp 685.914,920 m away
borobudur,Anugrah Borobudur Cottage & Homestay,4.5,798,Rp 136.094,780 m away
borobudur,Niti Bhumi Villa,4.9,27,Rp 775.618,1 km away
borobudur,Dagi Abhinaya,4.4,24,,630 m away
borobudur,Gopalan Borobudur,4.4,433,Rp 455.868,570 m away
borobudur,Genthong Homestay,4.8,230,Rp 275.303,830 m away
borobudur,The Omah Borobudur Guesthouse & Resto,4.7,378,Rp 424.238,870 m away
borobudur,Sarasvati Borobudur Hotel,4.4,691,Rp 754.559,750 m away
borobudur,Pinnara borobudur,5.0,79,,"1,1 km away"
borobudur,Waroeng Kopi Borobudur,4.4,"1,592",,660 m away
borobudur,griyo jagalan,4.8,55,,670 m away
borobudur,Ardian Borobudur,4.3,187,Rp 173.429,760 m away
borobudur,Witarka Resto Hotel Manohara Borobudur,4.6,53,,330 m away
borobudur,Griya Bougenville Borobudur,4.6,67,,790 m away
borobudur,Watu Agung Guesthouse and Resto,4.3,240,Rp 318.019,600 m away
borobudur,Cempaka Villa,4.3,482,Rp 342.141,620 m away
borobudur,Villa Borobudur D’illy,5.0,9,Rp 613.636,570 m away
borobudur,HOTEL DOMAN BOROBUDUR,4.7,182,Rp 646.653,670 m away
borobudur,KINKEO BOROBUDUR,4.9,150,Rp 362.396,1 km away
borobudur,Cactus Guest House,4.3,33,Rp 354.091,940 m away
borobudur,Hotel Bhumi Sambhara,4.3,122,,690 m away
borobudur,NDALEM NITIHARDJAN - Two-Bedroom Villa,,,Rp 1.253.715,"1,1 km away"
borobudur,Ndalem Nitihardjan Guesthouse,4.6,288,Rp 596.401,"1,1 km away"
borobudur,NDALEM NITIHARDJAN - Bungalow,,,Rp 705.091,"1,1 km away"
borobudur,Homestay Bukit Dagi Syariah Rp100rb,4.6,133,Rp 89.328,820 m away
borobudur,Balkondes Borobudur,4.4,200,,640 m away
borobudur,Hotel Sinom Borobudur,4.5,151,Rp 384.332,710 m away
borobudur,First Kinara Homestay,4.5,112,Rp 212.838,720 m away
borobudur,Morobudur Guesthouse,5.0,86,Rp 383.732,770 m away
borobudur,Ndalem Tentrem Borobudur,4.6,8,,"1,2 km away"
borobudur,Wahid Borobudur,4.3,383,Rp 434.015,760 m away
borobudur,Borobudur Village Inn,4.4,251,Rp 224.241,"1,2 km away"
borobudur,Cempaka Guest House Borobudur,4.2,195,Rp 273.011,590 m away
borobudur,Homestay Mayang Garini 2,3.3,62,Rp 149.039,920 m away
borobudur,Hotel Borobudur,4.2,268,,640 m away
borobudur,FARAH PETSHOP,4.3,11,,860 m away
borobudur,Homestay Griya Kirana,4.6,131,,920 m away
borobudur,Homestay Muhrodik,4.4,7,,670 m away
borobudur,Homestay Borobudur,4.5,65,,610 m away
borobudur,HomestaySEKAR,4.3,16,,800 m away
borobudur,OYO 2777 Sleepover Sei Serayu,4.2,331,,700 m away
borobudur,Hotel Rajasa,4.1,303,Rp 272.958,640 m away
borobudur,OYO 2068 Abhaya Mudra Homestay,3.2,209,,720 m away
borobudur,Urbanview Syariah Wisma Wongso Borobudur,4.3,184,Rp 193.532,770 m away
borobudur,Cafe OE Omah Eling Borobudur,4.3,140,Rp 532.834,750 m away
borobudur,GB 2 Backpacker Borobudur,4.3,11,Rp 189.264,770 m away
borobudur,Willy Homestay Borobudur,4.6,36,Rp 147.199,900 m away
borobudur,Homestay Zahira,4.5,35,,870 m away
borobudur,Efata Homestay,4.8,175,Rp 320.833,880 m away
borobudur,romsntik rustyk,,,Rp 1.323.256,1.000 m away
borobudur,Niti Bhumi Villa - One-Bedroom Villa,,,Rp 1.393.693,1 km away
borobudur,GRIYO DAN syari'ah homestay,4.9,24,Rp 326.916,870 m away
borobudur,Pendawi Putri Homestay,4.8,10,Rp 450.450,970 m away
borobudur,RedDoorz @ Mayang Garini 2 Borobudur,2.3,10,Rp 115.844,920 m away
borobudur,Homestay Damai 2,4.5,42,,630 m away
borobudur,Homestay Bumisegoro Borobudur,,,,730 m away
borobudur,Ayo homestay,5.0,4,,940 m away
borobudur,Mayang Garini 2,2.4,7,,580 m away
borobudur,RedDoorz @ Kamulyan Guest House Borobudur,4.6,9,Rp 259.960,540 m away
borobudur,Barokah Homestay,4.9,18,,640 m away
borobudur,Home Stay Berkah,4.7,76,Rp 235.305,740 m away
borobudur,Home Stay 93,4.4,5,,680 m away
borobudur,BANYU Guesthouse,4.1,15,,900 m away
borobudur,Home Stay Anggi,4.8,43,,970 m away
borobudur,MonaMary House,4.7,3,Rp 157.006,1.000 m away
borobudur,Rengganis Hostel,,,,980 m away
borobudur,Griya Borobudur Homestay,4.1,36,,900 m away
borobudur,Penginapan Ana Indah,4.7,40,Rp 400.000,810 m away
borobudur,Lotus Guest House,3.7,128,,530 m away
borobudur,Anugrah Borobudur - Deluxe Double Room with Balcony,,,Rp 350.933,760 m away
borobudur,OYO 2519 Mayang Garini,2.8,87,Rp 149.156,920 m away
borobudur,Homestay Mukti,,,,610 m away
borobudur,Home Stay Penginapan Daniela,4.9,16,,830 m away
borobudur,ADA Homestay,4.6,151,Rp 193.182,1 km away
borobudur,Homestay & Penginapan Mbok Dhe,4.4,86,,830 m away
borobudur,Home Stay Rivalia,4.3,28,,730 m away
borobudur,"HOMESTAY ""77"" BOROBUDUR",4.3,116,,820 m away
borobudur,Gendingan Village Inn Guesthouse,4.5,26,,600 m away
borobudur,Homestay suyati,3.3,3,,970 m away
borobudur,Paksi Coffee House,4.6,85,,600 m away
borobudur,RedDoorz near Borobudur Temple,4.0,26,,730 m away
borobudur,Home Stay Shinta,4.1,32,,870 m away
borobudur,Home Stay Sabila,4.5,181,,780 m away
borobudur,Panti Asuhan 2 Fatimah Az-zahra,4.6,62,,720 m away
borobudur,Homestay Omahe Simbok,4.4,27,,970 m away
borobudur,CAHAYA HOMESTAY,4.8,45,,840 m away
borobudur,Homestay Wijaya Mulya,4.6,24,Rp 129.591,820 m away
borobudur,Najwa Homestay Ds. Ngaran 2 RT 03 RW 06 Borobudur,4.5,10,,970 m away
borobudur,Pendawi Putri Homestay Syariah Borobudur - Vacation Home,,,Rp 676.076,740 m away
borobudur,Pendawi Putri Homestay Syariah Borobudur,,,Rp 542.709,950 m away
borobudur,Home Stay Griya Perpil,4.1,14,,650 m away
borobudur,Dalem Kakung,5.0,1,,740 m away
borobudur,Homestay Syariah Melati,5.0,23,Rp 278.344,540 m away
borobudur,Homestay Lolita Borobudur,4.3,10,,800 m away
borobudur,SEDERHANA HOMESTAY 1,4.1,22,,710 m away
borobudur,Griya Ngaran Borobudur,4.3,3,,800 m away
borobudur,Guest House Lima Warna Borobudur,4.8,10,Rp 297.000,870 m away
borobudur,Home Stay Pk Plus,4.6,16,,590 m away
borobudur,Homestay Adam,4.0,3,,910 m away
borobudur,HOME STAY DJANOKO,4.4,18,,830 m away
borobudur,OYO 3076 Lilik Homestay Syariah,4.2,111,,780 m away
borobudur,Homestay Syariah Mami Borobudur,5.0,9,Rp 227.273,780 m away
borobudur,Lingkar Homestay,4.2,63,,710 m away
borobudur,Homestay Pratiwi,4.3,7,,820 m away
borobudur,Home Stay Assyifa,4.8,15,,850 m away
borobudur,Airy Eco Borobudur Balaputradewa 1 Magelang,4.0,4,,670 m away
borobudur,Tata Homestay,4.5,42,Rp 231.363,970 m away
borobudur,Homestay Sutrisno,4.6,30,Rp 272.726,910 m away
borobudur,VIP Room 01 at Khanaya,,,Rp 640.031,920 m away
borobudur,ADA Homestay - Twin Room,4.5,8,Rp 215.255,1 km away
borobudur,Homestay Malabar Family,,,,810 m away
borobudur,Homestay dua pintu Borobudur,3.6,7,,800 m away
borobudur,Cactus Guest House Borobudur - Standard Double Room,4.9,8,Rp 390.542,940 m away
borobudur,Willy Homestay - Superior Double Room,3.5,1,Rp 199.304,880 m away
borobudur,HOMESTAY PUNOKAWAN BOROBUDUR,,,Rp 425.492,730 m away
borobudur,Efata Homestay - Standard Double Room with Garden View,4.8,8,Rp 354.517,890 m away
borobudur,Monamary house,,,Rp 219.736,1.000 m away
borobudur,Lima Warna Borobudur - Twin Room,,,Rp 328.350,880 m away
borobudur,Genthong Homestay - Deluxe Twin Room,5.0,5,Rp 338.566,840 m away
borobudur,Homestay Sutrisno - Small Double Room,,,Rp 303.795,910 m away
borobudur,Willy Homestay Borobudur - Superior Double with Fan,3.5,1,Rp 199.304,880 m away
borobudur,Homestay Syariah Melati Borobudur - Deluxe Room (2 Adults + 1 Child),,,Rp 279.957,530 m away
borobudur,Homestay Syariah Mami Borobudur - Standard Double Room with Fan,3.9,54,Rp 253.073,780 m away
borobudur,Efata Homestay - Basic Double Room,4.8,16,Rp 354.517,890 m away
borobudur,Penginapan Ana Indah - Double Room,3.8,3,Rp 405.239,700 m away
borobudur,Ubu Villa Borobudur - Colonial House,,,,630 m away
borobudur,omah kayu jagalan - Double Room with Private Bathroom,4.4,6,,700 m away
borobudur,Balkondes Griya Perpil - Deluxe Room,,,,650 m away
borobudur,Balkondes Griya Perpil - Standard Double Room,,,,650 m away
borobudur,Standard Room 01 at Bukit Dago,,,,790 m away
borobudur,Berkah Homestay Borobudur,4.5,21,,730 m away
borobudur,Homestay Abimanyu - Double Room,,,,900 m away
borobudur,Three Bedroom Cottage at Balkondes Borobudur 01,,,,670 m away
borobudur,Twin Bed at Rumah Dharma Riverside 01,,,,890 m away
borobudur,Cempaka Villa - Superior Double Room,5.0,8,,600 m away
borobudur,Toko Roti Maura guest house - Double Room,,,,"1,2 km away"
borobudur,RedDoorz Near Borobudur Temple,,,,700 m away
borobudur,Berkah Homestay - Deluxe Family Room,4.5,8,,750 m away
borobudur,Homestay Malabar Family - Double Room with Private Bathroom,,,,810 m away
borobudur,Pratiwi Homestay Borobudur - Standard Double Room,,,,830 m away
borobudur,Homestay Damai 2 - Standard Double Room with Fan,,,,630 m away
borobudur,Cempaka Villa II - Deluxe Triple Room,4.5,8,,830 m away
borobudur,Griyo Jagalan - Double Room,4.7,21,,670 m away
borobudur,Homestay Assyifa - Standard Double Room,,,,840 m away
borobudur,Penginapan Guest House Mbok Dhe Borobudur - Double Room with Private Bathroom,2.7,6,,830 m away
borobudur,One Bedroom Cozy room 03 at Griyo Jagalan,,,,660 m away
borobudur,Homestay Karomah,,,,880 m away
borobudur,Standard Room 03 at Bukit Dago,,,,810 m away
borobudur,Homestay Barokah - Deluxe Room (2 Adults + 1 Child),2.5,3,,640 m away
borobudur,OYO 1807 Wisma Wongso,,,,760 m away
borobudur,Homestay Pratiwi - Standard Room,,,,620 m away
borobudur,Dalem Kakung - Mixed Dormitory,,,,730 m away
borobudur,Homestay 77 Borobudur,4.0,6,,820 m away
borobudur,Farah Homestay,,,,870 m away
borobudur,Villa Borobudur Resort - Siddharta Deluxe Suite,5.0,8,Rp 2.462.443,610 m away
borobudur,The Amrta Borobudur - King Room with Balcony,4.7,7,Rp 1.190.984,660 m away
borobudur,The Amrta Borobudur - Queen Room with Pool View,4.7,14,Rp 1.035.592,660 m away
borobudur,The Amrta Borobudur - Deluxe Double Room with Balcony,4.7,7,Rp 1.035.592,660 m away
borobudur,NDALEM NITIHARDJAN - Villa with Garden View,,,Rp 2.301.852,"1,1 km away"
borobudur,Cactus Guest House Borobudur - Standard Triple Room,4.9,8,Rp 1.162.845,940 m away
borobudur,Anugrah Borobudur - Standard Double Room,,,Rp 350.933,760 m away
borobudur,ADA Homestay - Family Room with Balcony,4.5,8,Rp 430.511,1 km away
borobudur,"HOMESTAY PUNOKAWAN BOROBUDUR - Standard Room, 1 Queen Bed, Non Smoking",,,Rp 425.492,730 m away
borobudur,ADA Homestay - Standard Family Room,4.5,8,Rp 215.255,1 km away
borobudur,ADA Homestay - Superior Double Room,4.5,8,Rp 405.239,1 km away
borobudur,Homestay Syariah Mami Borobudur - Small Double Room,4.2,4,Rp 263.468,780 m away
borobudur,Penginapan Ana Indah - King Room,3.8,3,Rp 405.239,700 m away
borobudur,Penginapan Ana Indah - Standard King Room,3.8,3,Rp 405.239,700 m away
borobudur,Anugrah Borobudur - Superior Chalet,,,,760 m away
borobudur,NDALEM NITIHARDJAN - Deluxe Double or Twin Room with Balcony,,,,"1,1 km away"
borobudur,Anugrah Borobudur - Deluxe Room,,,,760 m away
borobudur,Three Bedroom Cottage at Balkondes Borobudur 02,,,,670 m away
borobudur,Twin Bed at Rumah Dharma Riverside 02,,,,890 m away
borobudur,Anugrah Borobudur - Economy Double Room,,,,760 m away
borobudur,Lima Warna Borobudur - Triple Room,,,,880 m away
borobudur,Deluxe Bali 01 at Khanaya,,,,920 m away
borobudur,Cabana Room at Balkondes Borobudur 01,,,,670 m away
borobudur,Lima Warna Borobudur - Double Room,,,,880 m away
borobudur,Cabana Room at Balkondes Borobudur 05,,,,670 m away
borobudur,Deluxe Lombok 05 at Khanaya,,,,920 m away
borobudur,Deluxe Lombok 02 at Khanaya,,,,920 m away
borobudur,Cempaka Villa II - Deluxe Double Room,4.5,16,,830 m away
borobudur,Cabana Room at Balkondes Borobudur 07,,,,670 m away
borobudur,Cabana Room at Balkondes Borobudur 03,,,,670 m away
borobudur,Cabana Room at Balkondes Borobudur 02,,,,670 m away
borobudur,Double Bed at Rumah Dharma Riverside 03,,,,890 m away
borobudur,Homestay Damai 2 - Standard Triple Room,,,,630 m away
borobudur,Cabana Room at Balkondes Borobudur 04,,,,670 m away
borobudur,omah kayu jagalan - Double Room with Garden View,4.4,6,,700 m away
borobudur,Deluxe Lombok 03 at Khanaya,,,,920 m away
borobudur,Cabana Room at Balkondes Borobudur 06,,,,670 m away
borobudur,Homestay Sutrisno - Deluxe Double Room,,,,910 m away
borobudur,Cempaka Villa II - Deluxe Twin Room,4.5,8,,830 m away
borobudur,Deluxe Lombok 04 at Khanaya,,,,920 m away
borobudur,Homestay 77 Borobudur - Standard Double Room,4.8,8,,820 m away
borobudur,Homestay Syariah Mami Borobudur - Large Double Room,4.2,4,,780 m away
borobudur,Penginapan Guest House Mbok Dhe Borobudur - Double or Twin Room with Private Bathroom,2.7,3,,830 m away
borobudur,Homestay Pratiwi - Mixed Dormitory,,,,620 m away
borobudur,Villa Borobudur Resort - Menoreh Two-Bedroom Villa with Private Pool,5.0,8,Rp 9.546.871,610 m away
borobudur,Villa Borobudur Resort - Kayangan Deluxe Two-Bedroom Villa with Private Pool,5.0,8,Rp 11.592.603,610 m away
borobudur,Villa Borobudur Resort - Merbabu Three-Bedroom Villa with Private Pool,5.0,8,Rp 12.274.573,610 m away
bangka belitung,Swiss-Belhotel Pangkalpinang,4.8,"4,811",Rp 600.000,
bangka belitung,Sheraton Belitung Resort,4.6,736,Rp 2.420.000,
bangka belitung,Fairfield by Marriott Belitung,4.6,"1,939",Rp 1.297.000,
bangka belitung,Swiss-Belresort Belitung,4.8,"2,161",Rp 518.871,
bangka belitung,Hotel Santika Premiere Beach Resort Belitung,4.6,"2,980",Rp 796.815,
bangka belitung,Arumdalu Private Resorts Belitung,4.5,204,Rp 4.795.200,
bangka belitung,GRAND SAFRAN HOTEL PANGKALPINANG,4.3,"1,081",Rp 405.454,
bangka belitung,Novotel Bangka Hotel and Convention Centre,4.6,"3,309",Rp 696.960,
bangka belitung,Pulau Leebong,4.7,975,Rp 2.175.341,
bangka belitung,Golden Tulip Belitung,4.6,"2,304",Rp 487.555,
bangka belitung,Hotel Santika Bangka,4.4,"3,090",Rp 605.798,
bangka belitung,Cordela Hotel Pangkalpinang,4.4,"1,346",Rp 392.100,
bangka belitung,Ashamaya Belitung Eco Lodge,4.8,25,Rp 1.146.600,
bangka belitung,Aston Emidary Bangka Hotel & Conference Center,5.0,971,Rp 759.036,
bangka belitung,BW Inn Belitung,4.6,829,Rp 355.572,
bangka belitung,BW Suite Belitung,4.5,"3,424",Rp 511.733,
bangka belitung,Bangka Bay Resort,4.2,48,Rp 574.891,
